NCT_ID,AnyPregGPT,Preg_Only_GPT,Category,Secondary category,Pain,Summary,Certainty
NCT03423147,1,1,15. C-section/caesarean,21. Other infectious disease prevention/treatment (non-vaccine),0,"The trial focuses on reducing infectious morbidity in patients undergoing cesarean section after labor using chlorhexidine gluconate. It exclusively enrolls pregnant individuals undergoing labor or induction of labor, making it a pregnancy-only trial. The primary category is C-section/caesarean due to the focus on cesarean sections, and the secondary category is other infectious disease prevention/treatment (non-vaccine) due to the emphasis on preventing surgical site infections.",95
NCT00811057,1,1,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,None,0,"This trial focuses on evaluating different drugs for stopping preterm labor, which is a complication specific to pregnancy. The inclusion criteria specifically target pregnant individuals in preterm labor, and the primary outcome is to determine the most effective drug for prolonging pregnancy and preventing preterm birth.",100
NCT05782816,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,0,"This trial compares low-dose versus high-dose oxytocin infusion rates for induction and augmentation of labor in nulliparous women. It focuses on labor management and delivery outcomes, making 'Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)' the most fitting category. Pregnant individuals are the only participants, and there is no focus on pain management.",100
NCT04599075,1,1,9. Diabetes (Type I or Type II ONLY),None,0,"This trial investigates the management of type 1 diabetes in pregnant women, specifically comparing intravenous insulin infusion versus subcutaneous insulin pump during labor. The study exclusively enrolls pregnant women with type 1 diabetes, making it fit into the category of 'Diabetes (Type I or Type II ONLY)'. There is no indication of pain management being a focus of the study.",100
NCT04523363,1,1,10. Gestational diabetes,None,0,"This trial evaluates the use of metformin in pregnant women with prediabetes to reduce adverse outcomes, specifically targeting large for gestational age infants. The inclusion criteria specify pregnant women with prediabetes, and the study focuses on pregnancy-related outcomes, fitting well into the category of gestational diabetes.",95
NCT03362697,1,1,24. UTI,None,0,"This trial evaluates the safety and efficacy of probiotics versus antibiotics for treating pregnant women with uncomplicated cystitis or asymptomatic bacteriuria. The inclusion criteria specifically target pregnant women, making it clear that the trial is focused on this population. The primary condition being studied is urinary tract infection (UTI) during pregnancy.",100
NCT05033041,1,1,15. C-section/caesarean,27. Nausea and vomiting during pregnancy/Morning sickness/Hyperemesis,0,"The trial focuses on comparing gastric volumes in women undergoing scheduled elective cesarean delivery with and without metoclopramide. The primary objective is related to cesarean delivery, and a secondary objective involves evaluating intraoperative nausea and vomiting. Therefore, the primary category is 'C-section/caesarean' and the secondary category is 'Nausea and vomiting during pregnancy/Morning sickness/Hyperemesis'. The trial exclusively enrolls pregnant individuals.",95
NCT00858832,1,0,15. C-section/caesarean,28. Postpartum sepsis/hemorrhage/complications,0,"This study investigates the use of Methergine to reduce the incidence of endometritis after cesarean section. The primary focus is on cesarean delivery and its complications, specifically uterine infection. The secondary category is postpartum complications due to the focus on endometritis, a postpartum infection.",95
NCT00779467,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",27. Nausea and vomiting during pregnancy/Morning sickness/Hyperemesis,1,"The trial evaluates the effectiveness of epidural neostigmine for labor pain management, which directly relates to labor management and pain relief during delivery. The inclusion criteria specify pregnant individuals in labor, making it a pregnancy-specific study. The secondary category is included due to the potential side effects of neostigmine, which can include nausea and vomiting.",95
NCT04126213,1,1,11. Vaccination,None,0,"This study evaluates the safety and immune response to an investigational RSV maternal vaccine in healthy pregnant women and their infants. The trial exclusively enrolls pregnant women, making it a pregnancy-only study. The primary focus is on vaccination, with no secondary category fitting well.",100
NCT02490345,1,1,15. C-section/caesarean,0. None,1,"The trial evaluates the effect of gabapentin on postoperative pain control after a cesarean section, specifically targeting pregnant women undergoing a scheduled cesarean delivery. The primary focus is on pain management and reducing postoperative opiate consumption.",100
NCT02893423,1,1,15. C-section/caesarean,None,1,"The trial aims to determine the lowest effective dose of ropivacaine for postoperative analgesia in women undergoing elective cesarean section. Pregnant individuals are the primary participants, and the study focuses on pain management after c-section.",100
NCT02181387,1,0,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",27. Nausea and vomiting during pregnancy/Morning sickness/Hyperemesis,1,"The trial evaluates the effect of acetaminophen on reducing neuraxial pain medication during labor, indicating it is related to labor management and pain management. Pregnant individuals are included, but it is not exclusive to them.",95
NCT04651166,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,28. Postpartum sepsis/hemorrhage/complications,0,"The trial investigates the use of tranexamic acid to reduce bleeding complications during dilation and evacuation (D&E) procedures, which are related to pregnancy termination. The primary focus is on abortion and D&E, with a secondary focus on hemorrhage management.",95
NCT04254081,1,0,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",1,"The trial involves the use of buprenorphine to manage pain during osmotic dilator insertion for dilation and evacuation (D&E) procedures, which are related to abortion and fetal demise. The primary aim is to compare pain scores with and without buprenorphine. The trial includes pregnant individuals but is not exclusive to them. Pain management is a key focus.",95
NCT03872336,1,1,2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome,None,0,"The trial focuses on the effectiveness of labetalol, an anti-hypertensive medication, in controlling severe hypertension during pregnancy, specifically in patients with preeclampsia. The inclusion criteria specify pregnant individuals, and the condition being studied is directly related to hypertension and preeclampsia.",100
NCT01052480,1,0,21. Other infectious disease prevention/treatment (non-vaccine),None,0,"This trial evaluates the safety and efficacy of anti-influenza plasma in subjects with influenza A or B, including pregnant women. The primary focus is on treating influenza, which falls under 'Other infectious disease prevention/treatment (non-vaccine)'. There is no indication that the trial is specifically for pregnant individuals or involves pain management.",95
NCT00015002,1,1,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,None,0,"The trial involves administering antenatal corticosteroids to pregnant individuals at risk of preterm delivery to reduce the risk of complications in premature infants. The inclusion criteria specifically target pregnant individuals, and the focus is on preventing preterm birth complications.",100
NCT04578015,1,1,21. Other infectious disease prevention/treatment (non-vaccine),28. Postpartum sepsis/hemorrhage/complications,0,"This trial focuses on the treatment of bacterial vaginosis in pregnant women in the late third trimester to prevent maternal peripartum infection. The primary category is 'Other infectious disease prevention/treatment (non-vaccine)' because it deals with bacterial vaginosis, a non-vaccine preventable infection. The secondary category is 'Postpartum sepsis/hemorrhage/complications' as the trial aims to prevent maternal peripartum infection, which can lead to postpartum complications.",95
