NCT_ID,Enrolls_postpartum,Postpartum_intervention,C_section_pain,Labor_delivery_pain,Postpartum_quote,Reasoning
NCT02879435,0,0,1,1,decreases postoperative pain after Cesarean delivery,"The trial focuses on managing postoperative pain specifically related to Cesarean sections, which qualifies it for the C_section_pain variable. Since the intervention (preincisional skin infiltration with bupivacaine) is administered before the Cesarean section, it does not qualify as a postpartum intervention. The trial also involves pain management related to labor and delivery, thus qualifying for the Labor_delivery_pain variable."
NCT03067194,0,0,0,0,,"The trial focuses on the efficacy and safety of Celecoxib in patients with hand osteoarthritis. The inclusion and exclusion criteria do not specifically mention postpartum individuals or interventions related to postpartum care. Additionally, the study does not address pain management related to C-sections or labor and delivery."
NCT02733627,0,0,0,0,,"The trial is focused on the safety and tolerability of BI 1467335 in healthy male and female subjects. There is no mention of enrolling postpartum individuals or studying interventions specifically for the postpartum period. Additionally, there is no focus on pain management related to C-sections or labor and delivery."
NCT01063283,0,0,0,0,,The trial focuses on patients with advanced non-squamous non-small cell lung cancer and does not mention postpartum individuals or interventions related to the postpartum period. There is no mention of pain management related to C-sections or labor and delivery.
NCT01934712,0,0,0,0,,"The trial focuses on the pharmacokinetic and pharmacodynamic properties of FIAsp in Japanese subjects with type 1 diabetes. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00645814,0,0,0,0,,"The trial focuses on the safety and efficacy of Adalimumab in subjects with moderate to severe chronic plaque psoriasis. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00130208,0,0,0,0,,"The trial focuses on the effect of sulodexide in patients with type 2 diabetes and microalbuminuria. There is no mention of postpartum individuals, interventions given after delivery, or pain management related to C-sections or labor and delivery. The inclusion and exclusion criteria do not specify postpartum women, and the study's purpose is unrelated to postpartum care."
NCT03424707,0,0,0,0,,"The trial focuses on evaluating the efficacy and safety of a drug combination for acute low back pain in adults over 19 years of age. There is no mention of postpartum individuals being specifically enrolled or excluded within two months after giving birth. The intervention is not specified to be given during the postpartum period, nor is it related to pain management for C-sections or labor and delivery. Pregnant or lactating women are excluded, which further supports that postpartum women are not the focus of this study."
NCT04175392,0,0,0,0,,The study focuses on the effect of probiotics on non-alcoholic fatty liver disease and non-alcoholic steatohepatitis. It explicitly excludes pregnant patients and does not mention postpartum individuals or interventions related to postpartum care. There is no mention of pain management related to C-sections or labor and delivery.
NCT02635750,0,0,0,0,,The trial does not specifically mention enrolling postpartum individuals or studying interventions given during the postpartum period. It also does not focus on pain management related to C-sections or labor and delivery. The inclusion and exclusion criteria do not mention postpartum status or related conditions.
NCT03618797,0,0,0,0,,"The trial focuses on evaluating the efficacy and safety of Pitavastatin versus Pitavastatin/Fenofibrate in complex-dyslipidemia patients. There is no mention of postpartum individuals, interventions given after delivery, or pain management related to C-sections or labor and delivery."
NCT01940536,0,0,0,0,,"The study focuses on the use of tranexamic acid in patients with intertrochanteric hip fractures and does not mention postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT05256225,0,0,0,0,,"The trial focuses on testing the efficacy of adding trastuzumab and hyaluronidase-oysk or pertuzumab, trastuzumab, and hyaluronidase-zzxf to the usual chemotherapy for patients with HER2 positive endometrial serous carcinoma or carcinosarcoma. There is no mention of enrolling postpartum individuals, studying interventions given after delivery, or addressing pain management related to C-sections or labor and delivery."
